City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Tarakan,100,ID,1596250379,75,3.3,117.63,298.44,2.81
Sawākin,81,SD,1596250379,59,19.11,37.33,304.48,6.96
Verkhoyansk,0,RU,1596250380,34,67.54,133.38,294.8,1.37
Corrales,100,US,1596250380,71,35.24,-106.61,297.04,0.45
Rumoi,21,JP,1596250380,74,43.93,141.64,297.44,1.89
Batagay,0,RU,1596250380,34,67.63,134.63,295.07,1.85
Lerwick,40,GB,1596250380,93,60.15,-1.15,287.15,7.2
Denpasar,20,ID,1596250380,74,-8.65,115.22,300.15,8.2
Tiznit Province,0,MA,1596250380,51,29.58,-9.5,297.74,0.64
Seymchan,85,RU,1596250380,43,62.88,152.43,291.34,4.69
George Town,20,MY,1596250081,83,5.41,100.34,302.15,1.0
Itupiranga,0,BR,1596250380,50,-5.13,-49.33,296.64,1.2
Oyem,90,GA,1596250380,97,1.6,11.58,292.77,1.48
Margate,97,GB,1596250380,84,51.38,1.39,292.59,1.79
Sinazongwe,0,ZM,1596250382,43,-17.26,27.46,288.73,2.94
Winnemucca,20,US,1596250151,3,40.97,-117.74,310.15,1.5
São Filipe,72,CV,1596250382,80,14.9,-24.5,297.24,3.6
Christchurch,100,NZ,1596250278,76,-43.53,172.63,286.48,4.6
Dunedin,100,NZ,1596250382,78,-45.87,170.5,284.82,2.68
Politischer Bezirk Zwettl,0,AT,1596250382,88,48.6,15.17,287.59,0.23
Truth or Consequences,1,US,1596250157,19,33.13,-107.25,306.15,2.1
Huarmey,31,PE,1596250382,86,-10.07,-78.15,289.11,1.91
Poum,0,NC,1596250382,75,-20.23,164.02,294.71,13.2
Dalnegorsk,100,RU,1596250382,71,44.56,135.57,297.06,1.92
Evensk,56,RU,1596250383,45,61.95,159.23,291.91,7.98
Tilichiki,78,RU,1596250383,74,60.47,166.1,288.0,1.74
San Jerónimo,14,PE,1596250383,68,-11.95,-75.28,281.77,0.76
Ugoofaaru,80,MV,1596250383,77,5.67,73.0,301.43,6.09
Champerico,42,GT,1596250383,77,14.3,-91.92,301.7,2.31
Ürümqi,17,CN,1596249847,28,43.8,87.6,300.15,1.0
Kayes,72,ML,1596250383,79,14.0,-11.0,298.85,2.12
Borjomi,2,GE,1596250383,73,41.85,43.41,289.69,1.87
Rome,1,US,1596250383,73,43.21,-75.46,294.15,1.36
Buta,3,CD,1596250383,95,2.79,24.73,293.95,1.03
Saint-Augustin,100,CA,1596250383,90,51.23,-58.65,286.17,5.98
Arlit,0,NE,1596250383,30,18.74,7.39,307.55,4.11
Øksfjord,100,NO,1596250383,87,70.24,22.35,285.15,4.1
Ferme-Neuve,0,CA,1596250384,91,46.7,-75.45,289.53,0.94
Cochrane,75,CA,1596250384,64,51.18,-114.47,297.15,5.1
Sakakah,0,SA,1596250384,23,29.97,40.21,304.15,4.6
Palas,97,ID,1596250384,59,-5.65,105.68,301.82,1.4
Lodwar,100,KE,1596250384,59,3.12,35.6,299.48,6.0
Chui,36,UY,1596250384,90,-33.7,-53.46,281.95,0.93
Amapá,30,BR,1596250384,89,1.0,-52.0,295.73,0.72
Charters Towers,76,AU,1596250384,54,-20.1,146.27,294.27,6.62
Bengkulu,100,ID,1596250384,67,-3.8,102.27,300.45,3.0
Loksa,1,EE,1596250385,82,59.58,25.72,288.71,2.6
Constitución,100,CL,1596250385,68,-35.33,-72.42,285.11,1.46
Virginia Beach,90,US,1596250121,88,36.85,-75.98,299.26,3.1
Nikolayevsk-on-Amur,100,RU,1596250386,90,53.14,140.73,285.84,3.15
Oudtshoorn,0,ZA,1596250386,93,-33.59,22.2,281.15,1.5
Gigmoto,100,PH,1596250386,88,13.78,124.39,298.76,2.8
Taldan,100,RU,1596250386,90,53.67,124.8,291.55,3.62
Salinas,1,US,1596250386,63,36.68,-121.66,293.15,5.7
Tavistock,25,GB,1596250386,66,50.55,-4.14,289.82,0.89
Vilhena,59,BR,1596250387,51,-12.74,-60.15,293.88,0.62
Kabanjahe,20,ID,1596250388,70,3.1,98.49,303.15,3.6
Baghdad,0,IQ,1596250388,37,33.34,44.4,303.15,2.6
Port Blair,100,IN,1596250330,83,11.67,92.75,300.42,9.2
Asău,14,RO,1596250388,97,46.43,26.4,285.37,1.37
Dawei,77,MM,1596250388,79,14.08,98.2,301.48,3.62
Grindavik,90,IS,1596250389,93,63.84,-22.43,284.15,5.1
Kavieng,97,PG,1596250389,75,-2.57,150.8,301.95,3.22
Felanitx,0,ES,1596250389,88,39.47,3.15,297.15,1.0
Candiis,100,PH,1596250389,68,8.97,125.18,302.38,2.31
Deep River,1,CA,1596250390,77,46.1,-77.5,294.15,1.21
Anloga,75,GH,1596250390,94,5.79,0.9,297.15,3.6
Coacoatzintla,93,MX,1596250390,87,19.63,-96.93,290.37,1.39
Oranjemund,0,NA,1596250390,23,-28.55,16.43,294.13,6.36
Coquimbo,0,CL,1596250134,100,-29.95,-71.34,284.15,4.1
Yangi Marg`ilon,0,UZ,1596250391,31,40.43,71.72,299.15,1.0
Jalu,0,LY,1596250391,46,29.03,21.55,297.84,4.24
Pozo Colorado,28,PY,1596250391,62,-23.49,-58.8,293.97,3.34
Iquique,90,CL,1596250392,72,-20.22,-70.14,288.15,3.1
Kudahuvadhoo,98,MV,1596250393,78,2.67,72.89,301.3,4.62
Oriximiná,8,BR,1596250384,57,-1.77,-55.87,299.72,0.53
Dezhou,32,CN,1596250286,48,37.45,116.29,307.01,2.62
Nyrob,46,RU,1596250393,94,60.73,56.72,286.22,2.2
Paso de los Toros,0,UY,1596250393,90,-32.82,-56.52,281.92,2.8
Kalmunai,61,LK,1596250393,69,7.42,81.82,302.21,2.67
Kiruna,0,SE,1596250393,93,67.86,20.23,285.15,1.5
Lamar,1,US,1596250393,74,33.67,-95.58,299.15,2.6
Petropavlovskoye,94,RU,1596250393,44,52.07,84.11,294.04,1.05
Aranos,0,NA,1596250393,46,-24.13,19.12,281.99,4.61
‘Ewa Beach,20,US,1596250211,45,21.32,-158.01,303.15,5.7
Sept-Îles,75,CA,1596250394,100,50.2,-66.38,289.82,2.1
Cedar City,1,US,1596250394,8,37.68,-113.06,306.15,4.1
Nguruka,22,TZ,1596250394,62,-5.11,31.04,290.4,2.67
Taguatinga,0,BR,1596250395,45,-12.39,-46.57,295.0,4.36
Pagudpud,75,PH,1596250395,79,18.56,120.79,303.15,1.5
Kaili,98,ID,1596250395,82,-3.46,120.21,296.87,1.91
Suchedniów,0,PL,1596250395,100,51.05,20.83,287.04,2.06
Falmouth,15,GB,1596250396,100,50.15,-5.07,290.37,4.6
Coihueco,100,CL,1596250396,100,-36.62,-71.83,280.15,2.1
Mil'kovo,100,RU,1596250396,87,54.72,158.62,285.76,2.14
Assiut,0,EG,1596250396,48,27.18,31.18,302.15,4.1
Ljutomer,33,SI,1596250396,83,46.52,16.2,294.15,1.41
Salou,0,ES,1596250396,69,41.08,1.14,298.71,2.1
Touros,20,BR,1596250384,100,-5.2,-35.46,295.15,2.6
Springdale,90,US,1596250398,100,36.19,-94.13,294.15,3.1
Natal,20,BR,1596250106,100,-5.79,-35.21,295.15,2.6
Jacmel,47,HT,1596250398,78,18.23,-72.53,301.15,7.2
Gold Coast,40,AU,1596250398,49,-28.0,153.43,295.93,5.1
Xining,0,CN,1596250398,45,36.62,101.77,296.48,0.85
Formosa do Rio Preto,0,BR,1596250398,57,-11.05,-45.19,292.78,3.02
Zhigansk,0,RU,1596250398,46,66.77,123.37,293.11,6.21
Chake Chake,17,TZ,1596250398,77,-5.25,39.77,296.94,6.23
La Ronge,20,CA,1596250398,40,55.1,-105.28,296.15,2.1
Ambilobe,4,MG,1596250399,90,-13.2,49.05,291.41,1.62
Savonlinna,37,FI,1596250262,87,61.87,28.88,285.15,3.1
Bilma,96,NE,1596250399,44,18.69,12.92,305.12,3.88
Baykit,70,RU,1596250399,59,61.67,96.37,295.53,1.36
Tolaga Bay,84,NZ,1596250204,67,-38.37,178.3,287.23,5.42
Las Choapas,3,MX,1596250399,92,17.93,-94.08,298.8,2.56
Araouane,0,ML,1596250399,12,18.9,-3.53,308.46,4.12
Graciano Sánchez,25,MX,1596250399,70,23.92,-99.28,299.62,0.6
Cassino,0,IT,1596250399,88,41.49,13.83,297.04,0.06
Jacqueville,75,CI,1596250399,94,5.21,-4.41,298.15,4.6
Opunake,100,NZ,1596250399,65,-39.46,173.86,285.37,3.58
Juneau,75,US,1596250399,56,58.3,-134.42,295.37,1.5
Serik,0,TR,1596250400,78,36.92,31.1,297.15,1.5
Acapulco de Juárez,75,MX,1596250400,74,16.86,-99.89,302.15,1.5
Nova Kakhovka,56,UA,1596250400,85,46.75,33.35,290.19,3.88
Klaksvík,76,FO,1596250400,93,62.23,-6.59,284.15,9.8
Aswān,97,EG,1596250400,22,24.09,32.91,307.1,5.31
Suriāpet,99,IN,1596250400,79,17.15,79.62,301.52,1.72
Bahía Blanca,75,AR,1596250400,58,-38.72,-62.27,282.49,2.73
Bud,100,US,1596250400,96,39.45,-86.18,294.82,3.71
Luena,28,AO,1596250400,54,-11.78,19.92,283.99,2.2
High Level,5,CA,1596250400,54,58.52,-117.14,299.15,3.1
Manbij,0,SY,1596250400,30,36.53,37.95,301.15,6.2
Eastbourne,89,GB,1596250401,97,50.77,0.28,291.48,0.89
Kudymkar,1,RU,1596250401,87,59.02,54.66,286.38,2.89
Acaraú,43,BR,1596250401,83,-2.89,-40.12,297.88,5.88
Quilmaná,25,PE,1596250401,70,-12.95,-76.38,289.05,0.63
Bismil,0,TR,1596250401,77,37.85,40.67,299.15,2.1
Lopez Jaena,100,PH,1596250401,80,10.85,123.43,300.27,1.13
Vestmanna,69,FO,1596250402,93,62.16,-7.17,284.15,9.8
Plainview,0,US,1596250259,86,40.78,-73.47,297.04,1.56
Kodinsk,97,RU,1596250402,70,58.69,99.18,293.5,3.14
Atbasar,0,KZ,1596250402,47,51.8,68.33,297.23,2.99
Tabuk,100,PH,1596250402,77,17.42,121.44,300.62,1.16
Kamenka,100,RU,1596250403,92,51.32,42.77,287.39,3.18
Banda Aceh,100,ID,1596250403,64,5.56,95.32,302.77,6.08
Qaqortoq,10,GL,1596250403,75,60.72,-46.03,281.15,1.5
Kaihua,67,CN,1596250403,77,23.37,104.28,297.11,4.06
Ahipara,100,NZ,1596250403,76,-35.17,173.17,287.95,6.9
Prieska,0,ZA,1596250403,43,-29.66,22.75,281.44,0.55
Doka,89,SD,1596250403,87,13.52,35.77,293.51,2.5
Mersin Province,75,TR,1596250403,100,36.86,34.65,299.15,1.0
Tiarei,40,PF,1596250403,69,-17.53,-149.33,301.15,4.6
Ancud,90,CL,1596250403,93,-41.87,-73.82,282.59,5.7
Nueva Gerona,0,CU,1596250404,74,21.88,-82.8,302.27,8.95
Nanortalik,18,GL,1596250404,86,60.14,-45.24,279.44,5.87
Mandsaur,60,IN,1596250405,80,24.07,75.07,301.0,5.1
Port Augusta,0,AU,1596250405,32,-32.5,137.77,293.15,6.7
